user,datetime,year,month,day,hour,minute,second,daytime
valentina,2020-05-15 00:00:13.222265,2020,5,15,0,0,13,night
valentina,2020-05-15 00:01:05.153738,2020,5,15,0,1,5,night
pavel,2020-05-12 00:01:27.764025,2020,5,12,0,1,27,night
pavel,2020-05-12 00:01:38.444917,2020,5,12,0,1,38,night
pavel,2020-05-12 00:01:55.395042,2020,5,12,0,1,55,night
valentina,2020-05-15 00:02:05.652585,2020,5,15,0,2,5,night
alexander,2020-05-15 00:05:27.798227,2020,5,15,0,5,27,night
artem,2020-04-20 00:08:17.652510,2020,4,20,0,8,17,night
alexander,2020-05-15 00:10:24.935904,2020,5,15,0,10,24,night
maxim,2020-05-15 00:12:22.886082,2020,5,15,0,12,22,night
maxim,2020-05-15 00:12:27.352993,2020,5,15,0,12,27,night
konstantin,2020-05-10 00:13:42.216836,2020,5,10,0,13,42,night
maxim,2020-05-14 00:13:49.532283,2020,5,14,0,13,49,night
konstantin,2020-05-10 00:14:05.765256,2020,5,10,0,14,5,night
alexander,2020-05-15 00:15:44.150373,2020,5,15,0,15,44,night
valentina,2020-05-15 00:15:56.403749,2020,5,15,0,15,56,night
anatoliy,2020-05-16 00:16:07.272174,2020,5,16,0,16,7,night
pavel,2020-05-10 00:17:03.110482,2020,5,10,0,17,3,night
pavel,2020-05-10 00:17:14.304271,2020,5,10,0,17,14,night
konstantin,2020-04-19 00:17:22.720860,2020,4,19,0,17,22,night
konstantin,2020-04-19 00:17:28.624573,2020,4,19,0,17,28,night
konstantin,2020-05-15 00:19:29.163438,2020,5,15,0,19,29,night
alexander,2020-05-15 00:19:35.131440,2020,5,15,0,19,35,night
konstantin,2020-05-15 00:19:41.693715,2020,5,15,0,19,41,night
maxim,2020-05-14 00:22:57.668245,2020,5,14,0,22,57,night
konstantin,2020-05-10 00:25:19.062084,2020,5,10,0,25,19,night
pavel,2020-05-10 00:25:41.252557,2020,5,10,0,25,41,night
konstantin,2020-05-10 00:25:43.134669,2020,5,10,0,25,43,night
konstantin,2020-05-12 00:26:30.724998,2020,5,12,0,26,30,night
pavel,2020-05-10 00:27:11.011497,2020,5,10,0,27,11,night
konstantin,2020-05-12 00:28:57.362197,2020,5,12,0,28,57,night
artem,2020-04-18 00:30:45.051569,2020,4,18,0,30,45,night
artem,2020-04-24 00:31:07.463947,2020,4,24,0,31,7,night
pavel,2020-05-10 00:31:49.337810,2020,5,10,0,31,49,night
pavel,2020-05-10 00:31:52.675228,2020,5,10,0,31,52,night
pavel,2020-05-10 00:31:57.224599,2020,5,10,0,31,57,night
valentina,2020-05-15 00:37:50.088241,2020,5,15,0,37,50,night
konstantin,2020-05-06 00:38:00.562420,2020,5,6,0,38,0,night
alexander,2020-05-15 00:38:19.284981,2020,5,15,0,38,19,night
konstantin,2020-05-06 00:38:57.672657,2020,5,6,0,38,57,night
alexander,2020-05-15 00:41:07.728365,2020,5,15,0,41,7,night
pavel,2020-05-10 00:42:46.485025,2020,5,10,0,42,46,night
konstantin,2020-04-19 00:43:03.766276,2020,4,19,0,43,3,night
konstantin,2020-04-19 00:44:18.631684,2020,4,19,0,44,18,night
konstantin,2020-05-10 00:51:22.692446,2020,5,10,0,51,22,night
pavel,2020-05-13 00:51:28.596876,2020,5,13,0,51,28,night
pavel,2020-05-13 00:51:39.485981,2020,5,13,0,51,39,night
pavel,2020-05-13 00:51:48.307642,2020,5,13,0,51,48,night
pavel,2020-05-13 00:51:51.235785,2020,5,13,0,51,51,night
pavel,2020-05-13 00:51:53.823330,2020,5,13,0,51,53,night
pavel,2020-05-13 00:51:56.952662,2020,5,13,0,51,56,night
pavel,2020-05-13 00:51:59.641605,2020,5,13,0,51,59,night
pavel,2020-05-13 00:52:21.341992,2020,5,13,0,52,21,night
valentina,2020-05-13 00:52:40.776025,2020,5,13,0,52,40,night
valentina,2020-05-13 00:52:47.579523,2020,5,13,0,52,47,night
pavel,2020-05-13 00:52:53.759841,2020,5,13,0,52,53,night
pavel,2020-05-13 00:53:04.122832,2020,5,13,0,53,4,night
pavel,2020-05-13 00:53:17.976621,2020,5,13,0,53,17,night
pavel,2020-05-13 00:53:22.197897,2020,5,13,0,53,22,night
pavel,2020-05-13 00:54:37.931571,2020,5,13,0,54,37,night
alexander,2020-05-15 00:54:53.756201,2020,5,15,0,54,53,night
pavel,2020-05-13 00:55:28.856513,2020,5,13,0,55,28,night
valentina,2020-05-21 00:56:24.263958,2020,5,21,0,56,24,night
konstantin,2020-05-10 00:56:43.797923,2020,5,10,0,56,43,night
konstantin,2020-05-10 00:56:47.646246,2020,5,10,0,56,47,night
pavel,2020-05-11 01:04:51.425036,2020,5,11,1,4,51,night
pavel,2020-05-11 01:04:58.268566,2020,5,11,1,4,58,night
pavel,2020-05-10 01:10:32.409346,2020,5,10,1,10,32,night
pavel,2020-05-10 01:10:38.746413,2020,5,10,1,10,38,night
pavel,2020-05-10 01:13:12.478146,2020,5,10,1,13,12,night
alexander,2020-05-15 01:13:14.559654,2020,5,15,1,13,14,night
pavel,2020-05-10 01:13:16.894736,2020,5,10,1,13,16,night
pavel,2020-05-10 01:13:22.272125,2020,5,10,1,13,22,night
konstantin,2020-05-10 01:13:46.947838,2020,5,10,1,13,46,night
konstantin,2020-05-10 01:13:50.827350,2020,5,10,1,13,50,night
konstantin,2020-05-10 01:13:54.322409,2020,5,10,1,13,54,night
pavel,2020-05-10 01:14:58.747475,2020,5,10,1,14,58,night
pavel,2020-05-10 01:15:03.425465,2020,5,10,1,15,3,night
pavel,2020-05-10 01:15:06.044037,2020,5,10,1,15,6,night
pavel,2020-05-10 01:15:11.422971,2020,5,10,1,15,11,night
pavel,2020-05-10 01:16:44.264272,2020,5,10,1,16,44,night
pavel,2020-05-10 01:16:46.986629,2020,5,10,1,16,46,night
pavel,2020-05-10 01:16:50.190107,2020,5,10,1,16,50,night
pavel,2020-05-10 01:17:43.921623,2020,5,10,1,17,43,night
pavel,2020-05-10 01:17:48.279211,2020,5,10,1,17,48,night
pavel,2020-05-10 01:17:51.813791,2020,5,10,1,17,51,night
pavel,2020-05-10 01:19:03.150784,2020,5,10,1,19,3,night
pavel,2020-05-10 01:19:05.534495,2020,5,10,1,19,5,night
pavel,2020-05-10 01:19:07.959108,2020,5,10,1,19,7,night
pavel,2020-05-10 01:19:10.022891,2020,5,10,1,19,10,night
pavel,2020-05-10 01:22:52.024114,2020,5,10,1,22,52,night
alexander,2020-05-15 01:23:22.504313,2020,5,15,1,23,22,night
alexander,2020-05-15 01:24:30.342494,2020,5,15,1,24,30,night
konstantin,2020-05-10 01:26:31.011056,2020,5,10,1,26,31,night
pavel,2020-05-10 01:26:46.106306,2020,5,10,1,26,46,night
pavel,2020-05-10 01:26:52.205761,2020,5,10,1,26,52,night
pavel,2020-05-10 01:28:55.202696,2020,5,10,1,28,55,night
pavel,2020-05-10 01:29:00.562990,2020,5,10,1,29,0,night
pavel,2020-05-10 01:29:03.914597,2020,5,10,1,29,3,night
pavel,2020-05-10 01:29:08.880411,2020,5,10,1,29,8,night
konstantin,2020-04-19 01:30:14.261893,2020,4,19,1,30,14,night
pavel,2020-05-10 01:30:28.860191,2020,5,10,1,30,28,night
pavel,2020-05-10 01:30:35.834496,2020,5,10,1,30,35,night
konstantin,2020-05-10 01:30:38.741412,2020,5,10,1,30,38,night
konstantin,2020-05-10 01:30:45.202624,2020,5,10,1,30,45,night
konstantin,2020-05-10 01:30:47.150204,2020,5,10,1,30,47,night
konstantin,2020-05-10 01:30:49.285091,2020,5,10,1,30,49,night
konstantin,2020-05-10 01:30:53.686263,2020,5,10,1,30,53,night
konstantin,2020-05-10 01:30:58.024185,2020,5,10,1,30,58,night
konstantin,2020-04-19 01:32:00.584633,2020,4,19,1,32,0,night
konstantin,2020-05-10 01:35:50.836028,2020,5,10,1,35,50,night
pavel,2020-05-10 01:39:20.521800,2020,5,10,1,39,20,night
nikolay,2020-04-23 01:43:46.508018,2020,4,23,1,43,46,night
nikolay,2020-04-23 01:43:49.885078,2020,4,23,1,43,49,night
valentina,2020-05-21 01:46:08.730098,2020,5,21,1,46,8,night
konstantin,2020-05-10 01:46:32.686772,2020,5,10,1,46,32,night
konstantin,2020-05-10 01:46:50.524508,2020,5,10,1,46,50,night
konstantin,2020-05-10 01:47:06.741491,2020,5,10,1,47,6,night
konstantin,2020-05-10 01:50:52.867948,2020,5,10,1,50,52,night
konstantin,2020-05-10 01:50:55.510693,2020,5,10,1,50,55,night
konstantin,2020-05-10 01:50:58.464695,2020,5,10,1,50,58,night
konstantin,2020-05-10 01:51:13.900542,2020,5,10,1,51,13,night
konstantin,2020-05-10 01:54:12.912076,2020,5,10,1,54,12,night
konstantin,2020-05-10 01:54:40.783564,2020,5,10,1,54,40,night
pavel,2020-05-21 01:57:58.652380,2020,5,21,1,57,58,night
konstantin,2020-05-10 02:15:45.523919,2020,5,10,2,15,45,night
konstantin,2020-04-19 03:23:35.471598,2020,4,19,3,23,35,night
konstantin,2020-04-19 03:23:55.473926,2020,4,19,3,23,55,night
konstantin,2020-04-19 03:33:07.757714,2020,4,19,3,33,7,night
konstantin,2020-05-10 04:08:53.496691,2020,5,10,4,8,53,early morning
konstantin,2020-05-10 04:09:13.217556,2020,5,10,4,9,13,early morning
konstantin,2020-05-10 04:09:36.095652,2020,5,10,4,9,36,early morning
konstantin,2020-05-10 04:31:14.776688,2020,5,10,4,31,14,early morning
konstantin,2020-05-10 04:31:41.164007,2020,5,10,4,31,41,early morning
alexander,2020-05-15 08:16:03.918402,2020,5,15,8,16,3,morning
alexander,2020-05-15 08:35:01.471463,2020,5,15,8,35,1,morning
alexander,2020-05-15 09:02:24.999438,2020,5,15,9,2,24,morning
konstantin,2020-04-30 09:06:01.439895,2020,4,30,9,6,1,morning
anatoliy,2020-05-19 09:13:15.881477,2020,5,19,9,13,15,morning
anatoliy,2020-05-19 09:13:21.011615,2020,5,19,9,13,21,morning
anatoliy,2020-05-14 09:36:17.149484,2020,5,14,9,36,17,morning
artem,2020-04-24 09:42:47.598208,2020,4,24,9,42,47,morning
anatoliy,2020-05-09 09:43:06.212562,2020,5,9,9,43,6,morning
maxim,2020-05-14 09:58:15.081748,2020,5,14,9,58,15,morning
konstantin,2020-05-16 10:02:08.925840,2020,5,16,10,2,8,morning
maxim,2020-05-14 10:08:04.832361,2020,5,14,10,8,4,morning
maxim,2020-05-14 10:08:05.726956,2020,5,14,10,8,5,morning
maxim,2020-05-14 10:08:08.606562,2020,5,14,10,8,8,morning
maxim,2020-05-14 10:08:11.717499,2020,5,14,10,8,11,morning
artem,2020-04-27 10:22:42.105617,2020,4,27,10,22,42,morning
konstantin,2020-05-02 10:33:38.502810,2020,5,2,10,33,38,morning
konstantin,2020-05-02 10:34:18.380508,2020,5,2,10,34,18,morning
konstantin,2020-05-02 10:34:57.121338,2020,5,2,10,34,57,morning
konstantin,2020-05-02 10:35:26.150913,2020,5,2,10,35,26,morning
artem,2020-05-22 10:36:14.662600,2020,5,22,10,36,14,morning
ekaterina,2020-05-20 10:37:24.496484,2020,5,20,10,37,24,morning
ekaterina,2020-05-20 10:37:37.838924,2020,5,20,10,37,37,morning
konstantin,2020-05-02 10:38:43.053090,2020,5,2,10,38,43,morning
konstantin,2020-04-29 10:41:11.110921,2020,4,29,10,41,11,morning
konstantin,2020-04-29 10:41:17.882561,2020,4,29,10,41,17,morning
aleksey,2020-04-22 10:45:25.601360,2020,4,22,10,45,25,morning
artem,2020-05-15 10:47:15.098331,2020,5,15,10,47,15,morning
konstantin,2020-04-19 10:48:18.715956,2020,4,19,10,48,18,morning
ekaterina,2020-05-20 10:51:13.167244,2020,5,20,10,51,13,morning
anatoliy,2020-05-08 10:53:47.123832,2020,5,8,10,53,47,morning
konstantin,2020-04-18 10:53:52.623447,2020,4,18,10,53,52,morning
maxim,2020-05-11 10:55:04.335091,2020,5,11,10,55,4,morning
maxim,2020-04-18 10:56:55.833899,2020,4,18,10,56,55,morning
konstantin,2020-05-09 10:56:59.161519,2020,5,9,10,56,59,morning
konstantin,2020-04-18 10:57:37.331258,2020,4,18,10,57,37,morning
artem,2020-05-01 11:02:12.343448,2020,5,1,11,2,12,afternoon
artem,2020-04-18 11:02:42.796521,2020,4,18,11,2,42,afternoon
artem,2020-04-21 11:02:44.545611,2020,4,21,11,2,44,afternoon
ekaterina,2020-05-20 11:03:02.776218,2020,5,20,11,3,2,afternoon
ekaterina,2020-05-20 11:06:02.308460,2020,5,20,11,6,2,afternoon
artem,2020-05-19 11:06:06.508671,2020,5,19,11,6,6,afternoon
ekaterina,2020-05-20 11:06:11.251261,2020,5,20,11,6,11,afternoon
aleksey,2020-04-22 11:07:51.370397,2020,4,22,11,7,51,afternoon
konstantin,2020-05-03 11:11:08.046018,2020,5,3,11,11,8,afternoon
konstantin,2020-05-03 11:11:42.932144,2020,5,3,11,11,42,afternoon
maxim,2020-05-11 11:12:26.903732,2020,5,11,11,12,26,afternoon
artem,2020-04-19 11:15:55.042662,2020,4,19,11,15,55,afternoon
konstantin,2020-05-11 11:20:32.750952,2020,5,11,11,20,32,afternoon
anatoliy,2020-05-11 11:22:21.614275,2020,5,11,11,22,21,afternoon
konstantin,2020-05-13 11:24:33.818083,2020,5,13,11,24,33,afternoon
alexander,2020-05-15 11:24:43.509570,2020,5,15,11,24,43,afternoon
konstantin,2020-05-10 11:31:27.370177,2020,5,10,11,31,27,afternoon
artem,2020-04-23 11:31:42.599737,2020,4,23,11,31,42,afternoon
ekaterina,2020-04-25 11:41:03.201654,2020,4,25,11,41,3,afternoon
anatoliy,2020-05-19 11:42:52.923123,2020,5,19,11,42,52,afternoon
valentina,2020-05-12 11:52:19.962204,2020,5,12,11,52,19,afternoon
anatoliy,2020-05-19 11:53:36.247138,2020,5,19,11,53,36,afternoon
konstantin,2020-05-03 11:54:39.683837,2020,5,3,11,54,39,afternoon
konstantin,2020-05-03 11:54:56.265527,2020,5,3,11,54,56,afternoon
konstantin,2020-05-03 11:55:06.633369,2020,5,3,11,55,6,afternoon
konstantin,2020-05-03 11:55:14.557949,2020,5,3,11,55,14,afternoon
konstantin,2020-05-03 11:55:20.663606,2020,5,3,11,55,20,afternoon
konstantin,2020-05-03 11:55:31.223293,2020,5,3,11,55,31,afternoon
konstantin,2020-05-03 11:55:35.103035,2020,5,3,11,55,35,afternoon
konstantin,2020-05-03 11:55:36.443992,2020,5,3,11,55,36,afternoon
konstantin,2020-05-08 11:55:39.274168,2020,5,8,11,55,39,afternoon
anatoliy,2020-05-19 11:55:47.392661,2020,5,19,11,55,47,afternoon
konstantin,2020-05-03 11:56:00.321973,2020,5,3,11,56,0,afternoon
konstantin,2020-05-10 11:56:16.795755,2020,5,10,11,56,16,afternoon
konstantin,2020-05-03 11:56:19.603859,2020,5,3,11,56,19,afternoon
konstantin,2020-05-03 11:56:42.563839,2020,5,3,11,56,42,afternoon
artem,2020-04-24 11:57:55.851961,2020,4,24,11,57,55,afternoon
artem,2020-04-24 11:58:07.723661,2020,4,24,11,58,7,afternoon
artem,2020-04-17 12:01:08.463179,2020,4,17,12,1,8,afternoon
artem,2020-04-17 12:01:23.743946,2020,4,17,12,1,23,afternoon
valentina,2020-05-13 12:03:10.187476,2020,5,13,12,3,10,afternoon
anatoliy,2020-05-19 12:04:10.045383,2020,5,19,12,4,10,afternoon
maxim,2020-04-18 12:05:48.200144,2020,4,18,12,5,48,afternoon
maxim,2020-04-18 12:06:13.237290,2020,4,18,12,6,13,afternoon
maxim,2020-04-18 12:06:35.574114,2020,4,18,12,6,35,afternoon
konstantin,2020-04-30 12:15:25.075338,2020,4,30,12,15,25,afternoon
ekaterina,2020-04-18 12:19:50.182714,2020,4,18,12,19,50,afternoon
konstantin,2020-05-10 12:24:43.560301,2020,5,10,12,24,43,afternoon
artem,2020-04-17 12:27:30.646665,2020,4,17,12,27,30,afternoon
konstantin,2020-05-10 12:27:38.956559,2020,5,10,12,27,38,afternoon
nikolay,2020-05-16 12:28:58.914991,2020,5,16,12,28,58,afternoon
nikolay,2020-05-16 12:29:39.899373,2020,5,16,12,29,39,afternoon
anatoliy,2020-05-08 12:33:02.440199,2020,5,8,12,33,2,afternoon
maxim,2020-05-21 12:33:32.521770,2020,5,21,12,33,32,afternoon
maxim,2020-05-21 12:33:32.812265,2020,5,21,12,33,32,afternoon
artem,2020-04-17 12:35:44.884757,2020,4,17,12,35,44,afternoon
artem,2020-04-17 12:35:52.735016,2020,4,17,12,35,52,afternoon
oksana,2020-04-17 12:36:21.401412,2020,4,17,12,36,21,afternoon
oksana,2020-04-17 12:36:22.023355,2020,4,17,12,36,22,afternoon
konstantin,2020-05-07 12:38:24.792196,2020,5,7,12,38,24,afternoon
konstantin,2020-04-30 12:47:16.278173,2020,4,30,12,47,16,afternoon
artem,2020-04-18 12:49:16.684426,2020,4,18,12,49,16,afternoon
anatoliy,2020-05-17 12:56:50.148196,2020,5,17,12,56,50,afternoon
valentina,2020-05-14 12:57:50.976130,2020,5,14,12,57,50,afternoon
maxim,2020-05-15 12:58:20.101444,2020,5,15,12,58,20,afternoon
pavel,2020-05-12 13:00:35.681339,2020,5,12,13,0,35,afternoon
pavel,2020-05-12 13:00:52.612270,2020,5,12,13,0,52,afternoon
maxim,2020-05-15 13:01:22.753180,2020,5,15,13,1,22,afternoon
konstantin,2020-04-19 13:05:53.139270,2020,4,19,13,5,53,afternoon
konstantin,2020-04-19 13:09:11.157680,2020,4,19,13,9,11,afternoon
pavel,2020-05-12 13:09:46.046282,2020,5,12,13,9,46,afternoon
konstantin,2020-04-19 13:09:52.639481,2020,4,19,13,9,52,afternoon
konstantin,2020-04-19 13:10:30.652264,2020,4,19,13,10,30,afternoon
oksana,2020-04-29 13:20:32.401990,2020,4,29,13,20,32,afternoon
oksana,2020-04-29 13:20:33.759963,2020,4,29,13,20,33,afternoon
maxim,2020-05-02 13:21:34.579038,2020,5,2,13,21,34,afternoon
maxim,2020-05-14 13:23:23.522089,2020,5,14,13,23,23,afternoon
maxim,2020-05-14 13:24:41.851541,2020,5,14,13,24,41,afternoon
maxim,2020-05-14 13:25:10.120897,2020,5,14,13,25,10,afternoon
pavel,2020-05-14 13:28:14.499594,2020,5,14,13,28,14,afternoon
pavel,2020-05-14 13:29:04.787251,2020,5,14,13,29,4,afternoon
pavel,2020-05-14 13:29:17.403985,2020,5,14,13,29,17,afternoon
valentina,2020-05-15 13:33:06.773357,2020,5,15,13,33,6,afternoon
pavel,2020-05-14 13:34:03.352291,2020,5,14,13,34,3,afternoon
pavel,2020-05-14 13:34:09.243136,2020,5,14,13,34,9,afternoon
pavel,2020-05-14 13:34:47.614619,2020,5,14,13,34,47,afternoon
valentina,2020-05-14 13:36:07.499254,2020,5,14,13,36,7,afternoon
konstantin,2020-05-03 13:38:27.590921,2020,5,3,13,38,27,afternoon
valentina,2020-05-15 13:38:34.833568,2020,5,15,13,38,34,afternoon
konstantin,2020-05-03 13:38:52.496163,2020,5,3,13,38,52,afternoon
pavel,2020-05-14 13:40:42.198503,2020,5,14,13,40,42,afternoon
pavel,2020-05-14 13:40:49.615877,2020,5,14,13,40,49,afternoon
pavel,2020-05-14 13:41:20.595864,2020,5,14,13,41,20,afternoon
artem,2020-05-09 13:43:07.772099,2020,5,9,13,43,7,afternoon
oksana,2020-04-29 13:44:51.538536,2020,4,29,13,44,51,afternoon
oksana,2020-04-29 13:44:52.790940,2020,4,29,13,44,52,afternoon
pavel,2020-05-14 13:46:28.240456,2020,5,14,13,46,28,afternoon
pavel,2020-05-14 13:46:34.001294,2020,5,14,13,46,34,afternoon
maxim,2020-05-18 13:48:42.652894,2020,5,18,13,48,42,afternoon
artem,2020-04-27 13:49:13.036173,2020,4,27,13,49,13,afternoon
artem,2020-05-13 13:52:20.814080,2020,5,13,13,52,20,afternoon
pavel,2020-05-14 13:53:19.104000,2020,5,14,13,53,19,afternoon
artem,2020-04-24 13:54:08.211864,2020,4,24,13,54,8,afternoon
maxim,2020-05-14 13:54:49.151237,2020,5,14,13,54,49,afternoon
artem,2020-04-17 13:55:19.129243,2020,4,17,13,55,19,afternoon
pavel,2020-05-14 13:56:00.934256,2020,5,14,13,56,0,afternoon
pavel,2020-05-14 13:56:07.734913,2020,5,14,13,56,7,afternoon
pavel,2020-05-14 13:56:12.714316,2020,5,14,13,56,12,afternoon
artem,2020-04-30 13:58:02.545268,2020,4,30,13,58,2,afternoon
pavel,2020-05-14 13:58:17.068451,2020,5,14,13,58,17,afternoon
pavel,2020-05-14 14:01:22.092575,2020,5,14,14,1,22,afternoon
pavel,2020-05-14 14:01:28.766576,2020,5,14,14,1,28,afternoon
pavel,2020-05-14 14:01:42.024471,2020,5,14,14,1,42,afternoon
pavel,2020-05-14 14:04:25.960912,2020,5,14,14,4,25,afternoon
pavel,2020-05-14 14:06:17.583807,2020,5,14,14,6,17,afternoon
pavel,2020-05-14 14:06:21.613604,2020,5,14,14,6,21,afternoon
pavel,2020-05-14 14:06:23.882731,2020,5,14,14,6,23,afternoon
pavel,2020-05-14 14:06:26.171741,2020,5,14,14,6,26,afternoon
pavel,2020-05-14 14:06:28.373526,2020,5,14,14,6,28,afternoon
pavel,2020-05-14 14:06:30.026803,2020,5,14,14,6,30,afternoon
pavel,2020-05-14 14:07:05.526638,2020,5,14,14,7,5,afternoon
valentina,2020-05-14 14:08:54.769525,2020,5,14,14,8,54,afternoon
pavel,2020-05-14 14:09:40.948124,2020,5,14,14,9,40,afternoon
pavel,2020-05-14 14:11:24.205739,2020,5,14,14,11,24,afternoon
pavel,2020-05-14 14:11:36.988297,2020,5,14,14,11,36,afternoon
alexander,2020-05-15 14:14:07.055576,2020,5,15,14,14,7,afternoon
valentina,2020-05-14 14:17:50.973348,2020,5,14,14,17,50,afternoon
valentina,2020-05-14 14:21:25.143549,2020,5,14,14,21,25,afternoon
valentina,2020-05-14 14:21:31.663319,2020,5,14,14,21,31,afternoon
valentina,2020-05-14 14:21:37.452684,2020,5,14,14,21,37,afternoon
valentina,2020-05-14 14:21:58.709002,2020,5,14,14,21,58,afternoon
valentina,2020-05-14 14:23:11.976113,2020,5,14,14,23,11,afternoon
valentina,2020-05-14 14:23:17.522523,2020,5,14,14,23,17,afternoon
valentina,2020-05-14 14:25:59.895306,2020,5,14,14,25,59,afternoon
valentina,2020-05-14 14:26:03.416612,2020,5,14,14,26,3,afternoon
ekaterina,2020-05-04 14:31:38.856162,2020,5,4,14,31,38,afternoon
konstantin,2020-04-30 14:32:41.943379,2020,4,30,14,32,41,afternoon
konstantin,2020-04-30 14:32:57.079409,2020,4,30,14,32,57,afternoon
konstantin,2020-04-30 14:33:25.377507,2020,4,30,14,33,25,afternoon
ekaterina,2020-05-19 14:39:32.567125,2020,5,19,14,39,32,afternoon
valentina,2020-05-12 14:40:13.368051,2020,5,12,14,40,13,afternoon
ekaterina,2020-05-19 14:42:02.170402,2020,5,19,14,42,2,afternoon
valentina,2020-05-14 14:44:33.998449,2020,5,14,14,44,33,afternoon
valentina,2020-05-14 14:44:37.002776,2020,5,14,14,44,37,afternoon
valentina,2020-05-14 14:44:45.765220,2020,5,14,14,44,45,afternoon
valentina,2020-05-14 14:44:48.800876,2020,5,14,14,44,48,afternoon
valentina,2020-05-14 14:45:00.572882,2020,5,14,14,45,0,afternoon
valentina,2020-05-14 14:50:02.397905,2020,5,14,14,50,2,afternoon
valentina,2020-05-14 14:50:07.705543,2020,5,14,14,50,7,afternoon
valentina,2020-05-14 14:50:33.142192,2020,5,14,14,50,33,afternoon
valentina,2020-05-13 14:57:34.394203,2020,5,13,14,57,34,afternoon
valentina,2020-05-13 14:57:38.264683,2020,5,13,14,57,38,afternoon
valentina,2020-05-13 14:58:20.657297,2020,5,13,14,58,20,afternoon
valentina,2020-05-14 14:58:44.790853,2020,5,14,14,58,44,afternoon
maxim,2020-04-30 15:00:18.929267,2020,4,30,15,0,18,afternoon
artem,2020-04-17 15:00:33.138530,2020,4,17,15,0,33,afternoon
aleksey,2020-05-15 15:01:23.247104,2020,5,15,15,1,23,afternoon
maxim,2020-05-14 15:02:03.660900,2020,5,14,15,2,3,afternoon
maxim,2020-05-14 15:02:11.751622,2020,5,14,15,2,11,afternoon
maxim,2020-05-14 15:02:12.755151,2020,5,14,15,2,12,afternoon
artem,2020-04-17 15:14:09.581054,2020,4,17,15,14,9,afternoon
maxim,2020-05-14 15:19:15.628677,2020,5,14,15,19,15,afternoon
artem,2020-04-22 15:21:51.907607,2020,4,22,15,21,51,afternoon
alexander,2020-05-20 15:24:14.569644,2020,5,20,15,24,14,afternoon
ekaterina,2020-05-14 15:24:36.709632,2020,5,14,15,24,36,afternoon
valentina,2020-05-14 15:28:05.075200,2020,5,14,15,28,5,afternoon
valentina,2020-05-14 15:28:07.092510,2020,5,14,15,28,7,afternoon
artem,2020-05-08 15:29:46.025589,2020,5,8,15,29,46,afternoon
artem,2020-05-12 15:34:07.358658,2020,5,12,15,34,7,afternoon
nikolay,2020-05-01 15:36:34.327319,2020,5,1,15,36,34,afternoon
nikolay,2020-05-01 15:36:41.033597,2020,5,1,15,36,41,afternoon
anatoliy,2020-05-11 15:39:38.220003,2020,5,11,15,39,38,afternoon
anatoliy,2020-05-11 15:39:57.277993,2020,5,11,15,39,57,afternoon
anatoliy,2020-05-11 15:39:59.431350,2020,5,11,15,39,59,afternoon
anatoliy,2020-05-11 15:40:01.264372,2020,5,11,15,40,1,afternoon
anatoliy,2020-05-11 15:40:03.180944,2020,5,11,15,40,3,afternoon
anatoliy,2020-05-11 15:40:05.749912,2020,5,11,15,40,5,afternoon
anatoliy,2020-05-11 15:40:07.301023,2020,5,11,15,40,7,afternoon
anatoliy,2020-05-11 15:40:11.163468,2020,5,11,15,40,11,afternoon
anatoliy,2020-05-11 15:40:15.703240,2020,5,11,15,40,15,afternoon
anatoliy,2020-05-11 15:44:13.086030,2020,5,11,15,44,13,afternoon
anatoliy,2020-05-11 15:45:56.419327,2020,5,11,15,45,56,afternoon
anatoliy,2020-05-11 15:46:00.116088,2020,5,11,15,46,0,afternoon
anatoliy,2020-05-11 15:46:07.958291,2020,5,11,15,46,7,afternoon
anatoliy,2020-05-11 15:46:14.814452,2020,5,11,15,46,14,afternoon
anatoliy,2020-05-11 15:46:22.457882,2020,5,11,15,46,22,afternoon
anatoliy,2020-05-11 15:46:38.104112,2020,5,11,15,46,38,afternoon
anatoliy,2020-05-11 15:46:58.955715,2020,5,11,15,46,58,afternoon
maxim,2020-05-13 15:50:54.863783,2020,5,13,15,50,54,afternoon
anatoliy,2020-05-12 15:50:57.570044,2020,5,12,15,50,57,afternoon
anatoliy,2020-05-12 15:53:11.160281,2020,5,12,15,53,11,afternoon
anatoliy,2020-05-12 15:53:13.945083,2020,5,12,15,53,13,afternoon
valentina,2020-05-13 15:54:46.118105,2020,5,13,15,54,46,afternoon
valentina,2020-05-13 15:54:53.554749,2020,5,13,15,54,53,afternoon
valentina,2020-05-13 15:55:02.097235,2020,5,13,15,55,2,afternoon
valentina,2020-05-13 15:55:12.712350,2020,5,13,15,55,12,afternoon
valentina,2020-05-13 15:55:17.533004,2020,5,13,15,55,17,afternoon
valentina,2020-05-13 15:55:56.839182,2020,5,13,15,55,56,afternoon
artem,2020-05-07 15:56:04.833584,2020,5,7,15,56,4,afternoon
konstantin,2020-05-14 15:57:53.426257,2020,5,14,15,57,53,afternoon
konstantin,2020-05-14 15:58:19.618073,2020,5,14,15,58,19,afternoon
valentina,2020-05-13 15:58:44.817283,2020,5,13,15,58,44,afternoon
valentina,2020-05-13 15:58:49.480100,2020,5,13,15,58,49,afternoon
valentina,2020-05-13 15:59:03.579611,2020,5,13,15,59,3,afternoon
valentina,2020-05-13 15:59:15.508049,2020,5,13,15,59,15,afternoon
