user,datetime,year,month,day,hour,minute,second,daytime
maxim,2020-05-03 23:14:54.165462,2020,5,3,23,14,54,evening
anatoliy,2020-05-18 23:14:54.357893,2020,5,18,23,14,54,evening
anatoliy,2020-05-18 23:15:00.620576,2020,5,18,23,15,0,evening
anatoliy,2020-05-18 23:15:07.725473,2020,5,18,23,15,7,evening
anatoliy,2020-05-18 23:15:11.862146,2020,5,18,23,15,11,evening
anatoliy,2020-05-18 23:15:15.833602,2020,5,18,23,15,15,evening
anatoliy,2020-05-18 23:15:26.097342,2020,5,18,23,15,26,evening
anatoliy,2020-05-18 23:15:44.875764,2020,5,18,23,15,44,evening
anatoliy,2020-05-18 23:16:12.371984,2020,5,18,23,16,12,evening
anatoliy,2020-05-18 23:16:15.406494,2020,5,18,23,16,15,evening
valentina,2020-05-18 23:16:48.498169,2020,5,18,23,16,48,evening
anatoliy,2020-05-18 23:17:01.786927,2020,5,18,23,17,1,evening
anatoliy,2020-05-18 23:17:05.601688,2020,5,18,23,17,5,evening
anatoliy,2020-05-18 23:17:08.871898,2020,5,18,23,17,8,evening
maxim,2020-04-26 23:17:39.909301,2020,4,26,23,17,39,evening
anatoliy,2020-05-18 23:20:07.155003,2020,5,18,23,20,7,evening
pavel,2020-05-21 23:23:49.995349,2020,5,21,23,23,49,evening
anatoliy,2020-05-18 23:25:20.512222,2020,5,18,23,25,20,evening
artem,2020-05-08 23:29:12.208030,2020,5,8,23,29,12,evening
ekaterina,2020-05-14 23:30:45.650337,2020,5,14,23,30,45,evening
anatoliy,2020-05-11 23:31:01.177906,2020,5,11,23,31,1,evening
artem,2020-04-22 23:32:56.096106,2020,4,22,23,32,56,evening
pavel,2020-05-18 23:38:44.123143,2020,5,18,23,38,44,evening
artem,2020-05-01 23:39:04.518273,2020,5,1,23,39,4,evening
artem,2020-04-18 23:40:32.666884,2020,4,18,23,40,32,evening
artem,2020-04-26 23:41:18.281836,2020,4,26,23,41,18,evening
valentina,2020-05-20 23:43:07.300734,2020,5,20,23,43,7,evening
artem,2020-04-22 23:46:37.937105,2020,4,22,23,46,37,evening
artem,2020-04-29 23:48:14.208828,2020,4,29,23,48,14,evening
artem,2020-05-21 23:49:22.386789,2020,5,21,23,49,22,evening
anatoliy,2020-05-09 23:53:55.599821,2020,5,9,23,53,55,evening
pavel,2020-05-09 23:54:54.260791,2020,5,9,23,54,54,evening
valentina,2020-05-14 23:58:56.754866,2020,5,14,23,58,56,evening
alexander,2020-05-14 23:59:38.758438,2020,5,14,23,59,38,evening
