"id","created_at","name","has_test","alternate_url"
"112567531","2024-12-08T07:38:34+0300","Junior",false,"https://hh.ru/vacancy/112567531"
"112142594","2024-12-08T11:23:58+0300","-",false,"https://hh.ru/vacancy/112142594"
